dist,zvel,PIDx,PIDz,xvel,pitch,theta
0.090000004,-0.057145432,0,0.5,0.007007096,1.571118952,74.95687931
0.090000004,-0.057359956,0,0.5,0.007463487,1.567565675,0
0.090000004,-0.057067554,0,0.5,0.009039591,1.575217037,0
0.090000004,-0.057722982,0,0.5,0.007760662,1.568769328,0
0.090000004,-0.05424979,0,0.5,0.003972365,1.555419311,0
0.090000004,-0.054376829,0,0.5,0.00393524,1.549697045,0
0.090000004,-0.053698853,0,0.5,0.002552887,1.544976066,0
0.090000004,-0.025951222,0,0.5,-0.002563255,1.544079542,0
0.090000004,0.038738087,0,0.5,-0.000363353,1.281642878,0
0.090000004,0.224483058,0,0.5,-0.000333568,0.958304586,0
0.109999999,0.309497654,0,0.5,-0.002271834,0.401893636,39.6457006
0.109999999,0.408351481,0,0.5,-0.014345044,0.077738999,0
0.07,0.413360387,0,0.5,-0.022034494,-0.279285146,60.2924901
0.07,0.395927131,0,0.5,-0.036872152,-0.374533301,0
0.119999997,0.393224716,0,0.5,-0.044231735,-0.393008445,68.25230011
0.119999997,0.392002225,0,0.5,-0.050885651,-0.308274555,0
0.170000002,0.393987209,0,0.5,-0.063019224,-0.143891075,73.83638405
0.170000002,0.395385206,0,0.5,-0.066805214,0.196081919,0
0.189999998,0.393909574,0,0.5,-0.071220063,0.440312816,69.30696541
0.189999998,0.393710703,0,0.5,-0.072433151,0.752383868,0
0.239999995,0.392687678,0,0.5,-0.073496006,0.924917827,89.66532428
0.239999995,0.395256907,0,0.5,-0.072266981,1.067222973,0
0.280000001,0.393817067,0,0.5,-0.07014735,1.183207542,83.50814192
0.280000001,0.395480812,0,0.5,-0.067438349,1.232242988,0
0.319999993,0.39810136,0,0.5,-0.063861795,1.271403865,72.12969092
0.319999993,0.399027079,0,0.5,-0.061924227,1.285714819,0
0.319999993,0.399562627,0,0.5,-0.059789278,1.280144468,0
0.340000004,0.399446815,0,0.5,-0.055642437,1.289661434,71.56576835
0.340000004,0.400651246,0,0.5,-0.054126021,1.309566114,0
0.409999996,0.402355194,0,0.5,-0.052820843,1.327103401,89.82030714
0.409999996,0.402694225,0,0.5,-0.04937318,1.352564388,0
0.449999988,0.404201955,0,0.5,-0.048998602,1.369010964,58.23346562
0.449999988,0.40700075,0,0.5,-0.04759679,1.381265327,0
0.5,0.409039259,0,0.5,-0.042489294,1.37798463,59.01626041
0.5,0.411000431,0,0.5,-0.040984672,1.391390534,0
0.550000012,0.411608338,0,0.5,-0.036528166,1.413570867,57.76016589
0.550000012,0.41494298,0,0.5,-0.035057802,1.415975109,0
0.589999974,0.416549832,0,0.5,-0.030806866,1.451165067,48.91999158
0.589999974,0.415144235,0,0.5,-0.027804978,1.478931614,0
0.589999974,0.415723562,0,0.5,-0.023676738,1.503279231,0
0.620000005,0.419522315,0,0.5,-0.018791592,1.486259519,39.65436815
0.620000005,0.421257079,0,0.5,-0.019005658,1.468344985,0
0.699999988,0.420790374,0,0.5,-0.016118065,1.447198921,66.06703893
0.699999988,0.420337021,0,0.5,-0.015437428,1.44361814,0
0.75,0.422333658,0,0.5,-0.013360453,1.436433041,52.7410305
0.75,0.421862066,0,0.5,-0.010383301,1.425360897,0
0.790000022,0.422882259,0,0.5,-0.010903103,1.392255336,48.46162114
0.790000022,0.427779049,0,0.5,-0.007051912,1.366241772,0
0.850000024,0.426874965,0,0.5,-0.003886943,1.325576991,58.25928691
0.850000024,0.425905705,0,0.5,-0.005084379,1.287785845,0
0.899999976,0.426461369,0,0.5,-0.006498094,1.248442027,55.33131752
0.899999976,0.432753861,0,0.5,-0.007182139,1.233416277,0
0.930000007,0.434919,0,0.5,-0.009555321,1.264962352,41.57089561
0.930000007,0.435758054,0,0.5,-0.01067155,1.285722975,0
0.970000029,0.435184538,0,0.5,-0.008931925,1.322251041,48.6377325
0.970000029,0.434820563,0,0.5,-0.007645017,1.332321801,0
1.029999971,0.434667826,0,0.5,-0.008713267,1.345903484,59.89675084
1.029999971,0.435795128,0,0.5,-0.010318123,1.345710106,0
1.090000033,0.43648845,0,0.46215973,-0.007773701,1.351437199,60.90945555
1.090000033,0.437862992,0,0.468707434,-0.007283731,1.354607873,0
1.110000014,0.437797308,0,0.44358842,-0.008743436,1.37227559,31.57596776
